"batch","feather_id","feather_id_new","feather_year_sampled","feather_date","box","JID","BTO","feather_length","feather_weight","extraction_weight_g","extraction_weight_mg","extraction_volume_ml","evaporation_volume_ml","assaybuffer_ml","dilution","CORT_pg.mL","CORT_pg.dL","CORT_pg.mg","CORT_pg.mg.1","site","sex","bite","box_year","feather_year_grown","year_diff","age_2022","age","JID_year_before","JID_year_grown","JID_year_sampled","tarsus_year_before","weight_year_before","tarsus_year_grown","weight_year_grown","tarsus_year_sampled","weight_year_sampled","tarsus","weight","box_grown","box_grown_year","box_owner_grown","partner_yr_before","partner_yr_grown","partner_yr_sampled","pair_ID_yr_before","pair_ID","pair_ID_year","pbvid","body_cond","body_cond_binary","body_cond_binary_num","sex_num","pbvid_mean","pair_ID2","box_density","box_density_cat","mean_tarsus","pair_ID_year2","mean_weight","mean_body_cond","pair_ID_yr_sampled2","feather_year_before","pair_ID_yr_before2","pbvid_mean_yr_before","pbvid_mean_yr_grown","pbvid_mean_yr_sampled","paired_year","repaired_year","feather_year_grown_paired","feather_year_grown_repaired","partner_samediff1","partner_samediff2","partner_samediff3","partner_same","disturbance","body_cond_early","brood_size_early","site_early","site_change","body_cond_c","age_c","body_cond_noNA","pair_ID_yr_sampled","pbvid_mean_c","clutch_size_yr_grown","fledge_nr_yr_grown","fledge_weight_yr_grown","clutch_size_yr_sampled","fledge_nr_yr_sampled","fledge_weight_yr_sampled","fledge_nr","fledge_weight","body_cond_z","age_z"
"B",8,"B8",2023,"21/04/2023","X38","J5319","EA79224",11.9,0.1047,0.0925,92.5,3,2,0.25,1,796,0.0796,3.23,3.23,"X","M",NA,"X38_2023","2022",0,2,2,"J5319_2021","J5319_2022","J5319_2023",NA,NA,NA,NA,42,255.8,42,255.8,NA,"NA_2022","non-owner",NA,NA,NA,NA,NA,"NA_2022",NA,27.0911839300446,"positive",1,1,NA,NA,NA,NA,42,"NA_2022",255.8,29.1926055158196,"NA_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,27.1041454640695,-2.85542168674699,27.0911839300446,"NA J5319",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64152032754225,-1.22498221450294
"B",9,"B9",2023,"14/06/2023","Z27","J1222","EY69962",11.3,0.09,0.0802,80.2,3,2,0.25,1,993.1,0.0993,4.64,4.64,"Z","F",1.5,"Z27_2023","2022",0,8,8,"J1222_2021","J1222_2022","J1222_2023",42,215.5,NA,NA,42,216.5,42,216,NA,"NA_2022","non-owner","J1155",NA,"J899","J1222 J1155",NA,"NA_2022",NA,-12.7088160699554,"negative",0,0,NA,NA,NA,NA,42.04,"NA_2022",208.3,-13.3322627569735,"J1222J899_2023",2021,"J1222J1155_2021",NA,NA,NA,NA,2023,NA,-1,1,1,2,4,NA,27.63533746,4,"Z","same_site",-12.6958545359305,3.14457831325301,-12.7088160699554,"J1222 J899",NA,NA,NA,NA,4,2,459,2,459,-0.768904643161565,1.34903104635134
"B",10,"B10",2023,"15/04/2023","X35","J3479","EZ62847",10.7,0.0869,0.074,74,3,1.5,0.25,1,618.4,0.0618,4.18,4.18,"X","F",0,"X35_2023","2022",0,6,6,"J3479_2021","J3479_2022","J3479_2023",NA,NA,NA,NA,41.3,252.1,41.3,252.1,"X35","X35_2022","owner","J3470","J3470","J3470","J3479 J3470","J3479 J3470","J3479 J3470_2022",NA,28.1506620467014,"positive",1,0,NA,"J3479J3470",3,"Medium",41.3,"J3479J3470_2022",228.8,7.26668342537118,"J3479J3470_2023",2021,"J3479J3470_2021",NA,NA,NA,2019,NA,3,NA,1,1,1,3,"",NA,NA,NA,NA,28.1636235807263,1.14457831325301,28.1506620467014,"J3479 J3470",NA,5,2,305,4,1,197,1.5,251,1.70568596845441,0.49102662606658
"B",11,"B11",2023,"21/04/2023","Y33","J1902","EZ25884",10.6,0.0818,0.0758,75.8,3,1.5,0.25,1,562.6,0.0563,3.71,3.71,"Y","F",0.333333333333333,"Y33_2023","2022",0,9,9,"J1902_2021","J1902_2022","J1902_2023",NA,NA,NA,NA,41.3,248.6,41.3,248.6,"Y33","Y33_2022","owner","J1368","J1368","J1368","J1902 J1368","J1902 J1368","J1902 J1368_2022",0.017,24.6506620467014,"positive",1,0,0.017,"J1902J1368",0,"Low",41.32,"J1902J1368_2022",226,4.32170977081253,"J1902J1368_2023",2021,"J1902J1368_2021",NA,0.017,NA,NA,2019,NA,3,1,1,1,3,"Low",NA,NA,NA,NA,24.6636235807263,4.14457831325301,24.6506620467014,"J1902 J1368",-0.0624022671137624,4,2,443.6,3,2,388.9,2,416.25,1.49371392329201,1.77803325649372
"B",12,"B12",2023,"17/06/2023","Y19","J3987","EA78622",11.5,0.0916,0.0889,88.9,3,1.5,0.25,1,1077.6,0.1078,6.06,6.06,"Y","F",0,"Y19_2023","2022",0,5,5,"J3987_2021","J3987_2022","J3987_2023",NA,NA,NA,NA,42.9,225.5,42.9,225.5,"Y19","Y19_2022","owner","UNM6.21.Y19","J4574","J4574","J3987 UNM6.21.Y19","J3987 J4574","J3987 J4574_2022",NA,-9.3281450770855,"negative",0,0,NA,"J3987J4574",1,"Low",42.8285714285714,"J3987J4574_2022",230.7375,-1.87594588732315,"J3987J4574_2023",2021,"J3987UNM6.21.Y19_2021",NA,NA,NA,NA,NA,NA,NA,2,1,2,5,"Medium",NA,NA,NA,NA,-9.31518354306064,0.144578313253012,-9.3281450770855,"J3987 J4574",NA,NA,NA,NA,5,3,702.8,3,702.8,-0.56415957333876,0.0620244159241996
"B",13,"B13",2023,"21/04/2023","X38","J5320","EA79225",10.2,0.0775,0.0676,67.6,3,1.5,0.25,1,724,0.0724,5.36,5.36,"X","F",NA,"X38_2023","2022",0,2,2,"J5320_2021","J5320_2022","J5320_2023",NA,NA,NA,NA,41.4,248.1,41.4,248.1,NA,"NA_2022","non-owner",NA,NA,"J4166",NA,NA,"NA_2022",NA,23.4707366014647,"positive",1,0,NA,NA,NA,NA,41.4,"NA_2022",248.1,25.8418151525781,"J5320J4166_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,23.4836981354896,-2.85542168674699,23.4707366014647,"J5320 J4166",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42225357764459,-1.22498221450294
"B",14,"B14",2023,"17/06/2023","Y22","J4646","EA78774",11.8,0.0981,0.0975,97.5,3,1.5,0.25,1,783.8,0.0784,4.02,4.02,"Y","M",0.1,"Y22_2023","2022",0,3,3,"J4646_2021","J4646_2022","J4646_2023",NA,NA,NA,NA,45.2,256.9,45.2,256.9,"Y22","Y22_2022","owner",NA,"J4645","J4645",NA,"J4645 J4646","J4645 J4646_2022",0.029,6.43356968247073,"positive",1,1,0.029,"J4645J4646",2,"Low",44.7666666666667,"J4645J4646_2022",253.344444444444,6.6823610796553,"J4645J4646_2023",2021,"NA_2021",NA,0.029,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,6.44653121649559,-1.85542168674699,6.43356968247073,"J4645 J4646",-0.0504022671137624,3,2,449.4,4,3,637,2.5,543.2,0.3904241160468,-0.795980004360561
"B",15,"B15",2023,"09/04/2023","Y17","J3693","EY24307",11.7,0.1023,0.0947,94.7,3,1.5,0.25,1,589.2,0.0589,3.11,3.11,"Y","M",1,"Y17_2023","2022",0,5,5,"J3693_2021","J3693_2022","J3693_2023",NA,NA,NA,NA,44,260.1,44,260.1,"Y14","Y14_2022","owner","J1325","J1325","J5090","J1325 J3693","J1325 J3693","J1325 J3693_2022",0.158,17.792675025311,"positive",1,1,0.158,"J1325J3693",NA,NA,44.25,"J1325J3693_2022",246.6,3.68306937797516,"J5090J3693_2023",2021,"J1325J3693_2021",NA,0.158,NA,NA,2023,NA,-1,1,2,2,5,NA,NA,NA,NA,NA,17.8056365593359,0.144578313253012,17.792675025311,"J5090 J3693",0.0785977328862376,5,3,492.5,6,2,491.8,2.5,492.15,1.07837062768593,0.0620244159241996
"B",16,"B16",2023,"07/04/2023","Z19","J2680","EZ62560",11.5,0.0851,0.0746,74.6,3,1.5,0.25,1,467.4,0.0467,3.13,3.13,"Z","F",0.333333333333333,"Z19_2023","2022",0,5,5,"J2680_2021","J2680_2022","J2680_2023",NA,NA,NA,NA,45.2,236.2,45.2,236.2,NA,"NA_2022","non-owner","J2619",NA,"J2619","J2680 J2619",NA,"NA_2022",NA,-14.2664303175293,"negative",0,0,NA,NA,NA,NA,44.5333333333333,"NA_2022",226,-20.27857439518,"J2680J2619_2023",2021,"J2680J2619_2021",NA,NA,NA,2021,NA,1,NA,1,1,1,3,NA,-14.57264941,2,"Z","same_site",-14.2534687835044,0.144578313253012,-14.2664303175293,"J2680 J2619",NA,NA,NA,NA,4,4,779,4,779,-0.863239122485087,0.0620244159241996
"B",17,"B17",2023,"07/04/2023","Z19","J2619","EZ62475",11.9,0.1047,0.0924,92.4,3,1.5,0.25,1,418.4,0.0418,2.26,2.26,"Z","M",0,"Z19_2023","2022",0,5,5,"J2619_2021","J2619_2022","J2619_2023",NA,NA,NA,NA,43.5,250.7,43.5,250.7,NA,"NA_2022","non-owner","J2680",NA,"J2680","J2680 J2619",NA,"NA_2022",NA,11.7923022514944,"positive",1,1,NA,NA,NA,NA,43.3,"NA_2022",236.9,13.2195814239233,"J2680J2619_2023",2021,"J2680J2619_2021",NA,NA,NA,2021,NA,1,NA,1,1,1,3,NA,12.44484238,3,"Z","same_site",11.8052637855193,0.144578313253012,11.7923022514944,"J2680 J2619",NA,NA,NA,NA,4,4,779,4,779,0.714967402370882,0.0620244159241996
"B",18,"B18",2023,"25/05/2023","MW06","J5463","EA79237",11.1,0.0905,0.0837,83.7,3,1.5,0.25,1,763.4,0.0763,4.56,4.56,"MW","M",NA,"MW06_2023","2022",0,2,2,"J5463_2021","J5463_2022","J5463_2023",NA,NA,NA,NA,41.6,240.4,41.6,240.4,NA,"NA_2022","non-owner",NA,NA,"unm6.MW06.23",NA,NA,"NA_2022",NA,14.4108857109914,"positive",1,1,NA,NA,NA,NA,41.6,"NA_2022",240.4,16.6920786069919,"unm6.MW06.23J5463_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,14.4238472450163,-2.85542168674699,14.4108857109914,"unm6.MW06.23 J5463",NA,NA,NA,NA,NA,0,NA,0,NA,0.873557828467454,-1.22498221450294
"B",19,"B19",2023,"16/05/2023","Y09","J2403","EZ62146",11.4,0.0909,0.084,84,3,1.5,0.25,1,646,0.0646,3.85,3.85,"Y","F",0.333333333333333,"Y09_2023","2022",0,8,8,"J2403_2021","J2403_2022","J2403_2023",NA,NA,NA,NA,41.5,241.2,41.5,241.2,"Y09","Y09_2022","owner","J3467","J3467","J3467","J2403 J3467","J2403 J3467","J2403 J3467_2022",NA,15.890811156228,"positive",1,0,NA,"J2403J3467",2,"Low",41.975,"J2403J3467_2022",229.3,2.87382258401782,"J2403J3467_2023",2021,"J2403J3467_2021",NA,NA,NA,NA,2020,NA,2,1,1,1,3,"Medium",NA,NA,NA,NA,15.9037726902529,3.14457831325301,15.890811156228,"J2403 J3467",NA,3,0,NA,4,0,NA,0,NA,0.96318720655736,1.34903104635134
"B",20,"B20",2023,"20/04/2023","Z32","J1093","EY69938",11.6,0.1001,0.0907,90.7,3,1.5,0.25,1,522.9,0.0523,2.88,2.88,"Z","M",1.25,"Z32_2023","2022",0,8,8,"J1093_2021","J1093_2022","J1093_2023",NA,NA,NA,NA,45.2,270.7,45.2,270.7,"Z32","Z32_2022","owner","J1916","J1916","J1916","J1916 J1093","J1916 J1093","J1916 J1093_2022",NA,20.2335696824707,"positive",1,1,NA,"J1916J1093",2,"Low",44.8363636363636,"J1916J1093_2022",223.784615384615,-3.47344266797301,"J1916J1093_2023",2021,"J1916J1093_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",6.190848946,2,"Z","same_site",20.2465312164956,3.14457831325301,20.2335696824707,"J1916 J1093",NA,4,0,NA,4,2,443.6,1,443.6,1.22619960840139,1.34903104635134
"B",21,"B21",2023,"17/06/2023","Y05","J4111","EY24334",11.5,0.1017,0.0917,91.7,3,1.5,0.25,1,1169.2,0.1169,6.38,6.38,"Y","M",0,"Y05_2023","2022",0,2,2,"J4111_2021","J4111_2022","J4111_2023",NA,NA,45.8,254.3,NA,NA,45.8,254.3,NA,"NA_2022","non-owner",NA,NA,"J4109",NA,NA,"NA_2022",NA,-0.245982988949296,"negative",0,1,NA,NA,NA,NA,45.6333333333333,"NA_2022",244.9,-6.45238885031768,"J4109J4111_2023",2021,"NA_2021",NA,NA,NA,2023,NA,-1,NA,1,1,1,3,NA,3.845601407,2,"Y","same_site",-0.233021454924436,-2.85542168674699,-0.245982988949296,"J4109 J4111",NA,NA,NA,NA,4,2,364.7,2,364.7,-0.0141125812477285,-1.22498221450294
"B",22,"B22",2023,"09/04/2023","Y17","J5090","EA79221",10.4,0.0769,0.0693,69.3,3,1.5,0.25,1,288.6,0.0289,2.08,2.08,"Y","F",NA,"Y17_2023","2022",0,2,2,"J5090_2021","J5090_2022","J5090_2023",NA,NA,NA,NA,42.1,258.2,42.1,258.2,NA,"NA_2022","non-owner",NA,NA,"J3693",NA,NA,"NA_2022",NA,28.8112584848079,"positive",1,0,NA,NA,NA,NA,42.1,"NA_2022",258.2,30.8677372430264,"J5090J3693_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,28.8242200188328,-2.85542168674699,28.8112584848079,"J5090 J3693",NA,NA,NA,NA,6,2,491.8,2,491.8,1.74569396217225,-1.22498221450294
"B",23,"B23",2023,"03/06/2023","X36","J5496","EA79359",11.8,0.1029,0.0971,97.1,3,1.5,0.25,1,860.4,0.086,4.43,4.43,"X","M",NA,"X36_2023","2022",0,2,2,"J5496_2021","J5496_2022","J5496_2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2022","non-owner",NA,NA,"J5126",NA,NA,"NA_2022",NA,NA,NA,NA,1,NA,NA,NA,NA,43.1,"NA_2022",252.5,17.9190545150956,"J5126J5496_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,17.9320160491205,-2.85542168674699,17.9190545150956,"J5126 J5496",NA,NA,NA,NA,2,1,212.9,1,212.9,1.08602460451914,-1.22498221450294
"B",24,"B24",2023,"15/04/2023","X35","J3470","EZ62794",12,0.1088,0.0979,97.9,3,1.5,0.25,1,993.1,0.0993,5.07,5.07,"X","M",1,"X35_2023","2022",0,6,6,"J3470_2021","J3470_2022","J3470_2023",NA,NA,NA,NA,43.6,266.4,43.6,266.4,"X35","X35_2022","owner","J3479","J3479","J3479","J3479 J3470","J3479 J3470","J3479 J3470_2022",NA,26.8123768062577,"positive",1,1,NA,"J3479J3470",3,"Medium",43.6,"J3479J3470_2022",257.5,19.2947131511302,"J3479J3470_2023",2021,"J3479J3470_2021",NA,NA,NA,2019,NA,3,NA,1,1,1,3,"",NA,NA,NA,NA,26.8253383402826,1.14457831325301,26.8123768062577,"J3479 J3470",NA,5,2,305,4,1,197,1.5,251,1.62463480861798,0.49102662606658
"B",25,"B25",2023,"25/05/2023","MW02","J5462","EA79236",11.2,0.0803,0.0792,79.2,3,1.5,0.25,1,353.6,0.0354,2.23,2.23,"MW","M",NA,"MW02_2023","2022",0,2,2,"J5462_2021","J5462_2022","J5462_2023",NA,NA,NA,NA,42.5,250.6,42.5,250.6,NA,"NA_2022","non-owner",NA,NA,"J3866",NA,NA,"NA_2022",NA,18.4915567038612,"positive",1,1,NA,NA,NA,NA,42.5,"NA_2022",250.6,20.3682641518541,"J3866J5462_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,18.5045182378861,-2.85542168674699,18.4915567038612,"J3866 J5462",NA,NA,NA,NA,NA,2,705.8,2,705.8,1.12069730732273,-1.22498221450294
"B",26,"B26",2023,"01/06/2023","Y20","J792","EY69524",11.4,0.0906,0.0832,83.2,3,1.5,0.25,1,563.8,0.0564,3.39,3.39,"Y","F",NA,"Y20_2023","2022",0,11,11,"J792_2021","J792_2022","J792_2023",NA,NA,NA,NA,41.3,207.5,41.3,207.5,NA,"NA_2022","non-owner",NA,NA,"J5503",NA,NA,"NA_2022",NA,-16.4493379532986,"negative",0,0,NA,NA,NA,NA,40.325,"NA_2022",200.55,-13.9158509148963,"J792J5503_2023",2021,"NA_2021",NA,NA,NA,NA,2017,NA,5,1,1,1,3,NA,NA,NA,NA,NA,-16.4363764192737,6.14457831325301,-16.4493379532986,"J792 J5503",NA,NA,NA,NA,5,1,269.9,1,269.9,-0.995443521329267,2.63603767677848
"B",27,"B27",2023,"06/06/2023","X25","J3461","EZ62871",10.6,0.0815,0.0791,79.1,3,1.5,0.25,1,749.3,0.0749,4.74,4.74,"X","M",0,"X25_2023","2022",0,6,6,"J3461_2021","J3461_2022","J3461_2023",NA,NA,NA,NA,43.7,252,43.7,252,"X25","X25_2022","owner","J2964","J4949","J4949","J2964 J3461","J4949 J3461","J4949 J3461_2022",NA,11.732451361021,"positive",1,1,NA,"J4949J3461",2,"Low",44.5,"J4949J3461_2022",250.35,5.62089869599242,"J4949J3461_2023",2021,"J2964J3461_2021",NA,NA,NA,2019,2022,3,0,2,1,2,5,"",NA,NA,NA,NA,11.7454128950459,1.14457831325301,11.732451361021,"J4949 J3461",NA,4,2,428,3,2,517.2,2,472.6,0.711342626468472,0.49102662606658
"B",28,"B28",2023,"27/05/2023","Y25","J972","EY69806",11,0.0963,0.1042,104.2,3,1.5,0.25,1,409.2,0.0409,1.96,1.96,"Y","M",1.35294117647059,"Y25_2023","2022",0,9,9,"J972_2021","J972_2022","J972_2023",NA,NA,NA,NA,44.7,234.8,44.7,234.8,"Y25","Y25_2022","owner","J1893","J1893","J1893","J1893 J972","J1893 J972","J1893 J972_2022",0.023,-12.2668030913458,"negative",0,1,0.023,"J1893J972",3,"Medium",45.19,"J1893J972_2022",234.631578947368,-13.9361224814775,"J1893J972_2023",2021,"J1893J972_2021",NA,0.023,NA,NA,2018,NA,4,1,1,1,3,"Low",NA,NA,NA,NA,-12.2538415573209,4.14457831325301,-12.2668030913458,"J1893 J972",-0.0564022671137624,4,2,417.1,4,2,430,2,423.55,-0.742134816000366,1.77803325649372
"B",29,"B29",2023,"25/05/2023","Y03","J4666","EA78775",12.1,0.0978,0.0933,93.3,3,1.5,0.25,1,537.3,0.0537,2.88,2.88,"Y","M",1.4,"Y03_2023","2022",0,3,3,"J4666_2021","J4666_2022","J4666_2023",NA,NA,43.6,252.6,41.7,232.3,42.65,242.45,"Y03","Y03_2022","owner",NA,"J3283","J3283",NA,"J3283 J4666","J3283 J4666_2022",NA,9.32166853600614,"positive",1,1,NA,"J3283J4666",3,"Medium",42.02,"J3283J4666_2022",229.82,3.0676318612609,"J3283J4666_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,9.334630070031,-1.85542168674699,9.32166853600614,"J3283 J4666",NA,2,0,NA,4,2,556.4,1,556.4,0.56533732193682,-0.795980004360561
"B",30,"B30",2023,"27/05/2023","Y05","J4109","EY24333",10.4,0.0827,0.0778,77.8,3,1.5,0.25,1,650.5,0.0651,4.18,4.18,"Y","F",0.5,"Y05_2023","2022",0,2,2,"J4109_2021","J4109_2022","J4109_2023",NA,NA,43.4,212.2,43.8,229.1,43.6,220.65,NA,"NA_2022","non-owner",NA,NA,"J4111",NA,NA,"NA_2022",NA,-18.9376231937423,"negative",0,0,NA,NA,NA,NA,43.6,"NA_2022",220.65,-10.555023394456,"J4109J4111_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,-3.027401874,2,"Y","same_site",-18.9246616597174,-2.85542168674699,-18.9376231937423,"J4109 J4111",NA,NA,NA,NA,4,2,364.7,2,364.7,-1.14614263886191,-1.22498221450294
"B",31,"B31",2023,"17/06/2023","Z05","J2149","EZ62091",11.9,0.0951,0.0861,86.1,3,1.5,0.25,1,775.8,0.0776,4.51,4.51,"Z","M",2.25,"Z05_2023","2022",0,6,6,"J2149_2021","J2149_2022","J2149_2023",NA,NA,NA,NA,45.4,238.4,45.4,238.4,"Z05","Z05_2022","owner","J2951","J2951","J2951","J2951 J2149","J2951 J2149","J2951 J2149_2022",NA,-13.4262812080026,"negative",0,1,NA,"J2951J2149",2,"Low",45.3,"J2951J2149_2022",243,-1.61561334995571,"J2951J2149_2023",2021,"J2951J2149_2021",NA,NA,NA,2020,NA,2,NA,1,1,1,3,"Low",14.97335715,1,"Z","same_site",-13.4133196739777,1.14457831325301,-13.4262812080026,"J2951 J2149",NA,5,2,494.7,5,2,456.6,2,475.65,-0.812356801060019,0.49102662606658
"B",32,"B32",2023,"16/06/2023","Z22","J5516","EA79429",11.1,0.0835,0.0762,76.2,3,1.5,0.25,1,913.4,0.0913,5.99,5.99,"Z","F",NA,"Z22_2023","2022",0,2,2,"J5516_2021","J5516_2022","J5516_2023",NA,NA,NA,NA,43.5,223.2,43.5,223.2,NA,"NA_2022","non-owner",NA,NA,"J3716",NA,NA,"NA_2022",NA,-15.7076977485056,"negative",0,0,NA,NA,NA,NA,43.5,"NA_2022",223.2,-14.2804185760767,"J5516J3716_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,-15.6947362144807,-2.85542168674699,-15.7076977485056,"J5516 J3716",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.950527238190801,-1.22498221450294
"B",33,"B33",2023,"16/05/2023","Y09","J3467","EZ62773",11.7,0.1006,0.0869,86.9,3,1.5,0.25,1,584.6,0.0585,3.36,3.36,"Y","M",0,"Y09_2023","2022",0,5,5,"J3467_2021","J3467_2022","J3467_2023",NA,NA,NA,NA,45.2,258.3,45.2,258.3,"Y09","Y09_2022","owner","J2403","J2403","J2403","J2403 J3467","J2403 J3467","J2403 J3467_2022",NA,7.83356968247076,"positive",1,1,NA,"J2403J3467",2,"Low",46.4,"J2403J3467_2022",248.5,8.49682078644081,"J2403J3467_2023",2021,"J2403J3467_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,7.84653121649562,0.144578313253012,7.83356968247076,"J2403 J3467",NA,3,0,NA,4,0,NA,0,NA,0.47521293411176,0.0620244159241996
"B",34,"B34",2023,"08/06/2023","Y32","J1529","EA79410",12.1,0.1011,0.0955,95.5,3,1.5,0.25,1,551.1,0.0551,2.89,2.89,"Y","M",1.2,"Y32_2023","2022",0,8,8,"J1529_2021","J1529_2022","J1529_2023",44.3,239.1,NA,NA,43.3,253.8,43.8,246.45,"Y32","Y32_2022","owner","J1046","J1046","J1046","J1046 J1529","J1046 J1529","J1046 J1529_2022",NA,5.50252591578434,"positive",1,1,NA,"J1046J1529",0,"Low",43.3,"J1046J1529_2022",232.142857142857,2.2792652786267,"J1046J1529_2023",2021,"J1046J1529_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,5.5154874498092,3.14457831325301,5.50252591578434,"J1046 J1529",NA,6,3,581.9,4,1,216.3,2,399.1,0.334036901372453,1.34903104635134
"B",35,"B35",2023,"30/05/2023","Y02","J2488","EA79274",12.5,0.1143,0.1025,102.5,3,1.5,0.25,1,479.3,0.0479,2.34,2.34,"Y","M",4.5,"Y02_2023","2022",0,6,6,"J2488_2021","J2488_2022","J2488_2023",NA,NA,NA,NA,44.2,250.2,44.2,250.2,NA,"NA_2022","non-owner","J3899",NA,"J3899","J3899 J2488",NA,"NA_2022",NA,6.53282413483757,"positive",1,1,NA,NA,NA,NA,44.9666666666667,"NA_2022",239.533333333333,0.308728014009701,"J3899J2488_2023",2021,"J3899J2488_2021",NA,NA,NA,2021,NA,1,NA,1,1,1,3,NA,NA,NA,NA,NA,6.54578566886243,1.14457831325301,6.53282413483757,"J3899 J2488",NA,NA,NA,NA,5,2,484.3,2,484.3,0.396435307263849,0.49102662606658
"B",36,"B36",2023,"15/04/2023","X32","J5124","EA79223",12,0.1081,0.1121,112.1,3,1.5,0.25,1,950.3,0.095,4.24,4.24,"X","M",NA,"X32_2023","2022",0,2,2,"J5124_2021","J5124_2022","J5124_2023",NA,NA,NA,NA,43.3,265.6,43.3,265.6,NA,"NA_2022","non-owner",NA,NA,"J5123",NA,NA,"NA_2022",NA,28.0521531419678,"positive",1,1,NA,NA,NA,NA,43.3,"NA_2022",265.6,29.5693179695095,"J5123J5124_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,28.0651146759927,-2.85542168674699,28.0521531419678,"J5123 J5124",NA,NA,NA,NA,4,2,472,2,472,1.69971993016781,-1.22498221450294
"B",37,"B37",2023,"10/04/2023","Z13","J837","EY69668",12.8,0.117,0.106,106,3,1.5,0.25,1,385.3,0.0385,1.82,1.82,"Z","M",1,"Z13_2023","2022",0,10,10,"J837_2021","J837_2022","J837_2023",NA,NA,NA,NA,44.2,290.5,44.2,290.5,"Z13","Z13_2022","owner","J2375","J2375","J2375","J2375 J837","J2375 J837","J2375 J837_2022",NA,46.8328241348376,"positive",1,1,NA,"J2375J837",6,"High",44.98,"J2375J837_2022",258.4,13.3214256048201,"J2375J837_2023",2021,"J2375J837_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,46.8457856688625,5.14457831325301,46.8328241348376,"J2375 J837",NA,5,2,480.8,4,0,172.5,1,326.65,2.83714199870515,2.2070354666361
"B",38,"B38",2023,"10/06/2023","Z23","J2500","EA79415",11.3,0.0857,0.0752,75.2,3,1.5,0.25,1,824.4,0.0824,5.48,5.48,"Z","F",NA,"Z23_2023","2022",0,6,6,"J2500_2021","J2500_2022","J2500_2023",NA,NA,NA,NA,41.6,225.5,41.6,225.5,"Z25","Z25_2022","owner","J2168","J2168","J2168","J2500 J2168","J2500 J2168","J2500 J2168_2022",NA,-0.489114289008645,"negative",0,0,NA,"J2500J2168",5,"Medium",41.6666666666667,"J2500J2168_2022",225.666666666667,0.716946879784964,"J2500J2168_2023",2021,"J2500J2168_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,-0.476152754983785,1.14457831325301,-0.489114289008645,"J2500 J2168",NA,5,2,543.2,5,2,356.5,2,449.85,-0.0288374495096063,0.49102662606658
"B",39,"B39",2023,"17/06/2023","Z38","J933","EY69765",12.5,0.1194,0.1053,105.3,3,1.5,0.25,1,1082.7,0.1083,5.14,5.14,"Z","M",2.125,"Z38_2023","2022",0,10,10,"J933_2021","J933_2022","J933_2023",NA,NA,NA,NA,42.8,241.8,42.8,241.8,"Z38","Z38_2022","owner","J1355","J1355","J4940","J1355 J933","J1355 J933","J1355 J933_2022",NA,7.6517803681512,"positive",1,1,NA,"J1355J933",1,"Low",42.6444444444444,"J1355J933_2022",240.455555555556,9.94035320856534,"J4940J933_2023",2021,"J1355J933_2021",NA,NA,NA,NA,2023,NA,-1,1,2,2,5,"Low",NA,NA,NA,NA,7.66474190217606,5.14457831325301,7.6517803681512,"J4940 J933",NA,4,2,435.4,5,3,611,2.5,523.2,0.464203147613192,2.2070354666361
